"Time","WWWWWW","WWWWRW","WWWWBW","WWWWRR","WWWWBR","WWWWBB","CWWWWW","CWWWRW","CWWWBW","CWWWRR","CWWWBR","CWWWBB","WGWWWW","WGWWRW","WGWWBW","WGWWRR","WGWWBR","WGWWBB","CGWWWW","CGWWRW","CGWWBW","CGWWRR","CGWWBR","CGWWBB","CWCWWW","CWCWRW","CWCWBW","CWCWRR","CWCWBR","CWCWBB","CWWGWW","CWWGRW","CWWGBW","CWWGRR","CWWGBR","CWWGBB","CGCWWW","CGCWRW","CGCWBW","CGCWRR","CGCWBR","CGCWBB","WGWGWW","WGWGRW","WGWGBW","WGWGRR","WGWGBR","WGWGBB","CGWGWW","CGWGRW","CGWGBW","CGWGRR","CGWGBR","CGWGBB","CGCGWW","CGCGRW","CGCGBW","CGCGRR","CGCGBR","CGCGBB"
170,0.0426195146947261,0,0.174437229405293,0,0,0,0.00653578261701524,0,0.271444974130349,0,0,0,0.00856190980941851,0,0.4500976804291,0,0,6.95764106699155,0,0,1.40463939414434,0,0,24.0402782773516,0.000444867773625403,0,0.0447154967921848,0,0,0,0.00122077014172179,0,0.140563860820209,0,0,13.8003314649978,0,0,0.241685095294092,0,0,47.0321356534042,0.000844381286833705,0,0.109827645770872,0,0,10.324408545491,0,0,0.34882071921649,0,0,70.1645264300975,0,0,0,0,0,117.97557273272
171,0.0391703208532222,0,0.165210969097901,0,0,0,0.00610676058970675,0,0.259134098159734,0,0,0,0.00802887220193065,0,0.432033763309852,0,0,6.91696652659527,0,0,1.3327577619407,0,0,23.8069737014543,0.000421371919241945,0,0.0433101835175182,0,0,0,0.00116111229132873,0,0.136924460598003,0,0,13.8328334239557,0,0,0.233362385543457,0,0,46.9688612482698,0.000806665669515215,0,0.107598220108681,0,0,10.4019438922092,0,0,0.338851152684818,0,0,70.435454781001,0,0,0,0,0,118.112230264324
172,0.0359943291590157,0,0.15644533097376,0,0,0,0.00570357786917927,0,0.247320631350557,0,0,0,0.00752605684061752,0,0.414596000533842,0,0,6.8761178671155,0,0,1.26461777033454,0,0,23.577280328507,0.000398873102619049,0,0.0419283810149331,0,0,0,0.00110371893784433,0,0.133317926110701,0,0,13.8625535185802,0,0,0.225285527757053,0,0,46.9024755839682,0.000770204768152736,0,0.105369378197629,0,0,10.478069954194,0,0,0.329131064730836,0,0,70.7037517639651,0,0,0,0,0,118.249250493669
173,0.0330704500945989,0,0.148119463243762,0,0,0,0.00532487574780866,0,0.235988652264336,0,0,0,0.00705199773018531,0,0.397768723514994,0,0,6.83513829352504,0,0,1.20002006065318,0,0,23.3511721357599,0.000377347573286137,0,0.0405709735274132,0,0,0,0.00104855195856057,0,0.129747540569313,0,0,13.8895956944151,0,0,0.217447554157421,0,0,46.833081961392,0.000734987493566102,0,0.103143637267229,0,0,10.5528220502693,0,0,0.31965340115204,0,0,70.9693767995826,0,0,0,0,0,118.386664294669
174,0.0303791714775173,0,0.140213281705319,0,0,0,0.00496934992063521,0,0.225122430878685,0,0,0,0.00660527828131781,0,0.381536223299014,0,0,6.7940661867813,0,0,1.13877590275538,0,0,23.1286189067806,0.000356770626479653,0,0.039238743965088,0,0,0,0.00099556981156907,0,0.126216333611927,0,0,13.9140576101877,0,0,0.209841798636926,0,0,46.7607857862902,0.000701000073299306,0,0.100923359683013,0,0,10.6262302005344,0,0,0.310411378205097,0,0,71.2322887237391,0,0,0,0,0,118.524512914547
175,0.0279024451227862,0,0.132707457620613,0,0,0,0.00463574988868735,0,0.214706458421767,0,0,0,0.00618453181874281,0,0.365882798773268,0,0,6.75293570599386,0,0,1.08070669090632,0,0,22.9095869672004,0.000337116771672649,0,0.0379323793807983,0,0,0,0.000944727995583438,0,0.122727097961163,0,0,13.9360314021239,0,0,0.202461885424928,0,0,46.6856945137833,0.000668226367317691,0,0.0987107676433205,0,0,10.698320033625,0,0,0.301398501663656,0,0,71.4924479900389,0,0,0,0,0,118.66284809131
176,0.0256235812583892,0,0.125583404868146,0,0,0,0.00432287819606844,0,0.204725474461619,0,0,0,0.00578844181194624,0,0.350792802884705,0,0,6.71177743945445,0,0,1.02564345561782,0,0,22.6940399453196,0.000318359889601864,0,0.0366524763326781,0,0,0,0.000895979479021809,0,0.119282405602469,0,0,13.955604495785,0,0,0.195301716702812,0,0,46.6079173739401,0.000636648162850798,0,0.0965079576543522,0,0,10.7691137991066,0,0,0.292608581502189,0,0,71.7498188363063,0,0,0,0,0,118.801730967845
177,0.0235271501828277,0,0.118823266136692,0,0,0,0.00402958951739643,0,0.195164490847697,0,0,0,0.00541574184796372,0,0.336250685543871,0,0,6.67061906254515,0,0,0.973426390327632,0,0,22.4819394523861,0.000300473377699464,0,0.0353995460350475,0,0,0,0.000849275097275749,0,0.115884622983801,0,0,13.9728603801343,0,0,0.188355459088045,0,0,46.5275646707255,0.000606245446775602,0,0.094316914188527,0,0,10.8386314036442,0,0,0.28403574157438,0,0,72.0043709783073,0,0,0,0,0,118.941229244697
178,0.0215988906891332,0,0.112409898022647,0,0,0,0.00375478961267561,0,0.186008812266396,0,0,0,0.00506521536805442,0,0.322241032250459,0,0,6.62948596520904,0,0,0.923904392183383,0,0,22.2732455988442,0.000283430284034719,0,0.0341740192264427,0,0,0,0.000804563917979629,0,0.11253592486332,0,0,13.9878792705992,0,0,0.181617528988558,0,0,46.4447465016315,0.00057699665482464,0,0.0921395220526705,0,0,10.9068913961433,0,0,0.275674423925495,0,0,72.256080468406,0,0,0,0,0,119.081412182119
179,0.0198256248109164,0,0.106326854939406,0,0,0,0.00349743416604931,0,0.177244053275322,0,0,0,0.00473569518983247,0,0.308748597685558,0,0,6.58840182704773,0,0,0.876934616506825,0,0,22.0679173459221,0.000267203429926057,0,0.0329762506982731,0,0,0,0.000761793574330152,0,0.109238306475663,0,0,14.0007386430448,0,0,0.175082576882855,0,0,46.3595710021899,0.000548878897121435,0,0.0899775770142952,0,0,10.973911862537,0,0,0.267519387440184,0,0,72.5049297258558,0,0,0,0,0,119.222343874082
180,0.0181951784778781,0,0.100558371841102,0,0,0,0.00325652752550031,0,0.168856151832398,0,0,0,0.00442606283880313,0,0.295758333877729,0,0,6.54738911680689,0,0,0.832382044830556,0,0,21.8659126743526,0.000251765521610912,0,0.0318065234569827,0,0,0,0.000720910567477321,0,0.105993593838718,0,0,14.0115136105367,0,0,0.168745470658813,0,0,46.272142160698,0.00052186816053279,0,0.0878327943969756,0,0,11.0397111846929,0,0,0.259565700857376,0,0,72.7509066715823,0,0,0,0,0,119.364075037473
181,0.0166963076799705,0,0.0950893451231348,0,0,0,0.0030311213507273,0,0.160831378382276,0,0,0,0.00413524768973166,0,0.28325540966695,0,0,6.50646947942624,0,0,0.79011906344044,0,0,21.6671889380714,0.000237089250073987,0,0.0306650522421944,0,0,0,0.000681860532578452,0,0.102803450350982,0,0,14.0202773274848,0,0,0.162601277133458,0,0,46.1825589430454,0.0004959394810361,0,0.0857068131986819,0,0,11.1043086475894,0,0,0.251808725687625,0,0,72.9940048322444,0,0,0,0,0,119.506639400993
182,0.0153186297980616,0,0.0899053122782342,0,0,0,0.00282031319419822,0,0.153156341445719,0,0,0,0.00386222596167311,0,0.271225223448049,0,0,6.46566398787001,0,0,0.750025055137037,0,0,21.4717032136552,0.000223147380836737,0,0.0295519866091186,0,0,0,0.000644588475758458,0,0.099669380758762,0,0,14.0271013090793,0,0,0.156645242832622,0,0,46.090915131266,0.000471067093015694,0,0.083601196843081,0,0,11.1677248257713,0,0,0.244244092297767,0,0,73.2342236341399,0,0,0,0,0,119.650052860468
183,0.0140525597751257,0,0.0849924308599101,0,0,0,0.00262324503651138,0,0.145817990639184,0,0,0,0.00360601960357651,0,0.259653411227684,0,0,6.42499327238263,0,0,0.71198600688397,0,0,21.2794125814208,0.000209912835198197,0,0.0284674137724104,0,0,0,0.000609038988008994,0,0.0965927335476269,0,0,14.0320556415024,0,0,0.150872775043064,0,0,45.9972995764708,0.000447224561375787,0,0.0815174317009549,0,0,11.2299817550742,0,0,0.236867672206197,0,0,73.4715686001402,0,0,0,0,0,119.794314391259
184,0.0128892508159823,0,0.0803374571989604,0,0,0,0.00243910179294661,0,0.138803617879852,0,0,0,0.00336569509975118,0,0.248525851701327,0,0,6.38447755127322,0,0,0.675894135284242,0,0,21.0902743223671,0.000197358764034938,0,0.0274113613625528,0,0,0,0.000575156440557579,0,0.093574702624874,0,0,14.0352090904394,0,0,0.145279423903059,0,0,45.9017966879885,0.000424384901013735,0,0.0794569243673225,0,0,11.2911029229341,0,0,0.229675549053358,0,0,73.7060513549719,0,0,0,0,0,119.939408056593
185,0.0118205393178759,0,0.0759277252023312,0,0,0,0.00226710980442249,0,0.13210085733597,0,0,0,0.0031403622178043,0,0.237828669642598,0,0,6.34413658843437,0,0,0.641647531002422,0,0,20.9042460304183,0.000185458614936321,0,0.0263838001953256,0,0,0,0.000542885164881564,0,0.0906163289373492,0,0,14.0366291233149,0,0,0.139860866029841,0,0,45.8044870265317,0.000402520686929449,0,0.0774209984759162,0,0,11.3511131164639,0,0,0.222663990075813,0,0,73.9376894041634,0,0,0,0,0,120.085305593116
186,0.0108388937491348,0,0.0717511254607418,0,0,0,0.00210653532317135,0,0.125697684508656,0,0,0,0.00292917271629802,0,0.227548238506878,0,0,6.30398959952167,0,0,0.609149822529933,0,0,20.7212856406831,0.00017418619319926,0,0.0253846471107527,0,0,0,0.000512169619453997,0,0.0877185024608812,0,0,14.0363818582275,0,0,0.1346128899492,0,0,45.7054478834735,0.000381604157182346,0,0.0754108916285069,0,0,11.4100381636394,0,0,0.215829419331629,0,0,74.1665056539421,0,0,0,0,0,120.23196910892
187,0.00993736720851254,0,0.0677960848093535,0,0,0,0.00195668300122796,0,0.119582414694895,0,0,0,0.00273131902524089,0,0.217671182828898,0,0,6.26405512581032,0,0,0.578309859148053,0,0,20.5413513784567,0.000163515717030159,0,0.0244137679040049,0,0,0,0.000482954544489487,0,0.0848819648241165,0,0,14.03453195238,0,0,0.129531383416054,0,0,45.6047537548556,0.000361607310061354,0,0.0734277528354777,0,0,11.4679046000251,0,0,0.209168393445238,0,0,74.3925276579079,0,0,0,0,0,120.379353524292
188,0.00910955341341262,0,0.0640515464244286,0,0,0,0.00181689438821615,0,0.113743700981148,0,0,0,0.00254603290951811,0,0.208184380742789,0,0,6.22435089090659,0,0,0.549041412557155,0,0,20.3644016333386,0.000153421867193595,0,0.0234709803465997,0,0,0,0.000455185105400539,0,0.0821073126935739,0,0,14.0311424397261,0,0,0.124612322588715,0,0,45.5024766339394,0.000342501996217201,0,0.0714726407130565,0,0,11.5247392878018,0,0,0.202677580264816,0,0,74.6157865755476,0,0,0,0,0,120.527408445217
189,0.00834954588013673,0,0.0605069504781311,0,0,0,0.00168654644349337,0,0.108170531827224,0,0,0,0.00237258412255693,0,0.199074966696698,0,0,6.18489365934541,0,0,0.521262896367057,0,0,20.1903948110928,0.000143879831253682,0,0.0225560572764436,0,0,0,0.000428807025131876,0,0.0793950019026696,0,0,14.026274559757,0,0,0.119851762934152,0,0,45.3986862334635,0.000324260005849106,0,0.0695465224970813,0,0,11.5805690303777,0,0,0.196353740427622,0,0,74.836316076956,0,0,0,0,0,120.676079785501
190,0.0076519000748858,0,0.0571522153560574,0,0,0,0.00156505006712601,0,0.102852228271335,0,0,0,0.00221027905660864,0,0.190330334346449,0,0,6.14569910780216,0,0,0.494897102526185,0,0,20.0192891886865,0.000134865342567234,0,0.0216687297300268,0,0,0,0.000403766705507313,0,0.0767453522633979,0,0,14.0199875985393,0,0,0.115245831703078,0,0,45.2934501803906,0.000306853150940835,0,0.0676502738744968,0,0,11.6354202076825,0,0,0.190193711708549,0,0,75.0541513070079,0,0,0,0,0,120.825311253041
191,0.0070115983289753,0,0.0539777194384548,0,0,0,0.00145184865370682,0,0.0977784407859871,0,0,0,0.00205845939539181,0,0.181938139596925,0,0,6.10678171748096,0,0,0.469870953787357,0,0,19.8510427910084,0.000126354714215008,0,0.0208086900924066,0,0,0,0.000380011337764926,0,0.0741585529915001,0,0,14.012338757885,0,0,0.110790721819058,0,0,45.1868342087826,0.000290253342525699,0,0.0657846796140375,0,0,11.6893184526445,0,0,0.18419439599949,0,0,75.2693279903438,0,0,0,0,0,120.975045761681
192,0.00642401732544529,0,0.0509742834450209,0,0,0,0.00134641667257835,0,0.0929391458177306,0,0,0,0.00191650077425961,0,0.173886303760772,0,0,6.06815469616943,0,0,0.446115271356325,0,0,19.6856133080935,0.000118324868081646,0,0.0199755952444649,0,0,0,0.000357489002506726,0,0.0716346686777504,0,0,14.0033830689647,0,0,0.1064826870417,0,0,45.0789023787495,0.000274432662965287,0,0.0639504349691841,0,0,11.7422883896821,0,0,0.178352748765454,0,0,75.4818817605601,0,0,0,0,0,121.125226833896
193,0.00588489797683256,0,0.0481331533343574,0,0,0,0.00124825827750446,0,0.0883246420300709,0,0,0,0.00178381145235647,0,0.166163016768157,0,0,6.02982993485726,0,0,0.423564556838261,0,0,19.5229580614892,0.000110753359304024,0,0.0191690696862426,0,0,0,0.000336148759298207,0,0.069173645721628,0,0,13.9931733584142,0,0,0.102318038255571,0,0,44.9697173259275,0.000259363433201822,0,0.0621481477989626,0,0,11.794353448039,0,0,0.172665770773592,0,0,75.6918477494695,0,0,0,0,0,121.275799989808
194,0.00539031752567934,0,0.045445983741295,0,0,0,0.00115690594834818,0,0.0839255462556177,0,0,0,0.0016598310006,0,0.158756740329001,0,0,5.99181799975173,0,0,0.402156787570653,0,0,19.3630340171649,0.000103618396314819,0,0.0183887086144211,0,0,0,0.000315940726166721,0,0.0667753191286927,0,0,13.9817602655305,0,0,0.0982931407285076,0,0,44.8593405199369,0.000245018274931115,0,0.0603783413262147,0,0,11.8455357532508,0,0,0.167130501844202,0,0,75.8992604175233,0,0,0,0,0,121.426714040584
195,0.00493666371047721,0,0.0429048219301045,0,0,0,0.00107191916688325,0,0.0797327891548043,0,0,0,0.00154402900878647,0,0.151656210929448,0,0,5.95412815709166,0,0,0.381833224427008,0,0,19.205797833545,9.68988567149663e-05,0,0.0176340809322319,0,0,0,0.0002968161492718,0,0.0644394195640804,0,0,13.9691923013745,0,0,0.0944044121811515,0,0,44.7478324906956,0.000231370167647433,0,0.0586414574340385,0,0,11.8958560916512,0,0,0.161744016341485,0,0,76.1041535614695,0,0,0,0,0,121.577922145819
196,0.0045206108502279,0,0.0405020922389001,0,0,0,0.000992883128485463,0,0.075737610573901,0,0,0,0.0014359038146627,0,0.14485044253639,0,0,5.9167684254172,0,0,0.362538231192636,0,0,19.0512059267896,9.0574299215282e-05,0,0.0169047321711648,0,0,0,0.000278727463052462,0,0.0621655805514625,0,0,13.9555159345859,0,0,0.0906483215133936,0,0,44.6352529680868,0.00021839250053027,0,0.0569378603892016,0,0,11.9453339358277,0,0,0.156503420106071,0,0,76.3065604005635,0,0,0,0,0,121.729382454297
197,0.00413909771065923,0,0.0382305809898325,0,0,0,0.000919407491107465,0,0.071931554594457,0,0,0,0.00133498125740412,0,0.138328728887037,0,0,5.8797456492881,0,0,0.344219104653675,0,0,18.8992145370036,8.46249718922751e-05,0,0.0162001873058485,0,0,0,0.000261628341187902,0,0.0599533457091061,0,0,13.9407756891328,0,0,0.0870213880440484,0,0,44.5216608911895,0.000206059119165994,0,0.0552678408758261,0,0,11.9939875173361,0,0,0.151405848530537,0,0,76.5065136494874,0,0,0,0,0,121.881058184431
198,0.00378930702443096,0,0.0360834218404597,0,0,0,0.000851125162646693,0,0.0683064642679747,0,0,0,0.00124081345761147,0,0.132080645249292,0,0,5.8430655873663,0,0,0.326825914588406,0,0,18.7497797785592,7.90318170080456e-05,0,0.0155199534458735,0,0,0,0.000245473738746417,0,0.0578021759203811,0,0,13.9250142381096,0,0,0.0835201811326331,0,0,44.4071142474861,0.000194344367132889,0,0.0536316202217889,0,0,12.0418339301684,0,0,0.14644846548833,0,0,76.7040454828811,0,0,0,0,0,122.032917017433
199,0.0034686465462939,0,0.0340540815465348,0,0,0,0.00078769112749037,0,0.06485447602559,0,0,0,0.00115297762544679,0,0.126096049519201,0,0,5.80673301377592,0,0,0.310311352903904,0,0,18.6028576997491,7.37764726373918e-05,0,0.014863522389875,0,0,0,0.000230219925869102,0,0.0557114563227358,0,0,13.9082725093,0,0,0.0801413200699565,0,0,44.2916698613635,0.000183223122425694,0,0.0520293546653471,0,0,12.0888892676765,0,0,0.141628462776376,0,0,76.8991875295128,0,0,0,0,0,122.184930216242
200,0.00317473153254299,0,0.0321363461150837,0,0,0,0.000728781312884113,0,0.0615680137663104,0,0,0,0.00107107489851745,0,0.120365082563703,0,0,5.77075182689198,0,0,0.294630591241798,0,0,18.4584043560578,6.88412713605339e-05,0,0.0142303730323344,0,0,0,0.00021582451343974,0,0.0536805030273898,0,0,13.8905898022626,0,0,0.0768814741466118,0,0,44.1753831875954,0.000172670828820792,0,0.0504611395397204,0,0,12.1351687824375,0,0,0.136943059811627,0,0,77.0919709304999,0,0,0,0,0,122.3370716859
201,0.00290536854187162,0,0.0303243073366942,0,0,0,0.000674091495618512,0,0.0584397826445049,0,0,0,0.000994729211050339,0,0.114878167771764,0,0,5.73512515922838,0,0,0.279741146479594,0,0,18.3163758942873,6.42092362883967e-05,0,0.0136199736194254,0,0,0,0.000202246471271595,0,0.0517085695155324,0,0,13.8720039119216,0,0,0.0737373628369744,0,0,44.0583081375427,0.000162663522386555,0,0.0489270132925618,0,0,12.180687055855,0,0,0.132389503413593,0,0,77.2824264584639,0,0,0,0,0,122.489317098245
202,0.00265854046190784,0,0.0286123496936999,0,0,0,0.000623336249350381,0,0.0554627625903292,0,0,0,0.00092358619575144,0,0.109626009823534,0,0,5.69985548306614,0,0,0.265602753641439,0,0,18.176728642792,5.98640746877119e-05,0,0.0130317838548493,0,0,0,0.000189446139387221,0,0.0497948526851388,0,0,13.8525512529063,0,0,0.0707057560594613,0,0,43.9404969514377,0.000153177853414039,0,0.0474269612924201,0,0,12.2254581654236,0,0,0.127965067581391,0,0,77.4705846817744,0,0,0,0,0,122.641643151495
203,0.00243239267235308,0,0.0269951376458411,0,0,0,0.000576247932682879,0,0.0526302016043823,0,0,0,0.000857312119538958,0,0.10459959272032,0,0,5.66494470772406,0,0,0.252177245796752,0,0,18.0394192026016,5.579016946691e-05,0,0.01246525685968,0,0,0,0.000177385232983973,0,0.0479384985432191,0,0,13.8322669792427,0,0,0.0677834744894375,0,0,43.8220001203618,0.000144191104084034,0,0.0459609194016887,0,0,12.2694958397116,0,0,0.123667053229021,0,0,77.6564761527899,0,0,0,0,0,122.794026997212
204,0.00222522026180943,0,0.0254676032973737,0,0,0,0.000532575717933896,0,0.049935608870843,0,0,0,0.000795592854094852,0,0.0997901771387269,0,0,5.6303942654594,0,0,0.239428440569452,0,0,17.9044045338025,5.19725687729163e-05,0,0.0119198409919658,0,0,0,0.000166026841672937,0,0.0461386075518209,0,0,13.8111850942665,0,0,0.0649673899101836,0,0,43.7028663528091,0.000135681202204051,0,0.0445287773148832,0,0,12.3128135930257,0,0,0.119492787877812,0,0,77.8401315941012,0,0,0,0,0,122.946445832704
205,0.00203545622112402,0,0.0240249344501994,0,0,0,0.000492084660335418,0,0.0473727477330348,0,0,0,0.000738132881924094,0,0.0951892971829937,0,0,5.5962051839536,0,0,0.227322032910588,0,0,17.7716420315005,4.83969739353318e-05,0,0.0113949815326248,0,0,0,0.000155335423559654,0,0.0443942396440486,0,0,13.7893385460337,0,0,0.0622544255918457,0,0,43.5831425741087,0.00012762673134958,0,0.0431303816737798,0,0,12.3554248335693,0,0,0.115439625324976,0,0,78.021582053952,0,0,0,0,0,123.098876629784
206,0.00186166054143824,0,0.0226625630469677,0,0,0,0.000454554807235056,0,0.0449356285729477,0,0,0,0.000684654338359262,0,0.0907887566130721,0,0,5.56237814408799,0,0,0.215825493807654,0,0,17.6410895856219,4.50497259794604e-05,0,0.0108901222443373,0,0,0,0.000145276794707037,0,0.0427044189301534,0,0,13.7667593037587,0,0,0.0596415566898767,0,0,43.4628739414502,0.000120006937733772,0,0.0417655389782635,0,0,12.3973429403806,0,0,0.111504945315836,0,0,78.200858999225,0,0,0,0,0,123.251295947762
207,0.00170251015013492,0,0.0213761540067624,0,0,0,0.000419780346716261,0,0.0426185016329342,0,0,0,0.000634896089705907,0,0.0865806246251497,0,0,5.52891352341002,0,0,0.204907974621917,0,0,17.5127056235276,4.19177909138751e-05,0,0.0104047068100776,0,0,0,0.000135818114486627,0,0.0410681381149402,0,0,13.743478414941,0,0,0.0571258106558195,0,0,43.3421038684804,0.000112801734110441,0,0.0404340183150077,0,0,12.4385813088985,0,0,0.107686153248938,0,0,78.3779943394682,0,0,0,0,0,123.403679812456
208,0.00155678962256464,0,0.0201615944542553,0,0,0,0.000387568794922959,0,0.0404158498138065,0,0,0,0.000588612847511225,0,0.0825572312565971,0,0,5.49581142648275,0,0,0.194540216758116,0,0,17.3864491363411,3.89887439830501e-05,0,0.00993818015762826,0,0,0,0.000126927867290628,0,0.0394843626469145,0,0,13.7195260445905,0,0,0.0547042676532039,0,0,43.2208740573218,0.000105991700995144,0,0.0391355539262591,0,0,12.4791533672304,0,0,0.103980679939842,0,0,78.5530203859445,0,0,0,0,0,123.556003654181
209,0.00142338261182069,0,0.0190149833416422,0,0,0,0.000357740221265985,0,0.0383223814799985,0,0,0,0.000545574318755586,0,0.0787111624822592,0,0,5.4630717038985,0,0,0.184694466384488,0,0,17.2622796912453,3.62507530612357e-05,0,0.00948998967619927,0,0,0,0.000118575841045369,0,0.03795203461863,0,0,13.6949314992015,0,0,0.0523740609717259,0,0,43.0992245382776,9.95580854701354e-05,0,0.0378698476405206,0,0,12.519072566903,0,0,0.100385981466115,0,0,78.7259697570667,0,0,0,0,0,123.708242304273
210,0.00130126394293465,0,0.0179326214613317,0,0,0,0.000330126510599429,0,0.0363330232994229,0,0,0,0.000505564391610018,0,0.0750352550643251,0,0,5.43069396235281,0,0,0.175344393935999,0,0,17.1401574335147,3.36925613501089e-05,0,0.00905958633115544,0,0,0,0.000110733102936769,0,0.0364700764369739,0,0,13.6697232395047,0,0,0.0501323774339585,0,0,42.9771937205305,9.3482797821177e-05,0,0.0366365711863806,0,0,12.5583523536906,0,0,0.0968995391139417,0,0,78.896875249921,0,0,0,0,0,123.860370058171
211,0.00118949232169228,0,0.0169110018459196,0,0,0,0.000304570661380934,0,0.0344429131423915,0,0,0,0.000468380356265911,0,0.0715225912119736,0,0,5.3986775684432,0,0,0.166465018145839,0,0,17.0200430825861,3.13034695294711e-05,0,0.00864642568262083,0,0,0,0.000103371972728809,0,0.0350373942806195,0,0,13.6439288865364,0,0,0.0479764577892759,0,0,42.8548184577509,8.77484062363638e-05,0,0.0354353684089538,0,0,12.5970061250191,0,0,0.0935188594427016,0,0,79.0657697006292,0,0,0,0,0,124.012360814033
212,0.00108720361183827,0,0.0159468005504868,0,0,0,0.000280926118769201,0,0.0326473930605284,0,0,0,0.00043383216022455,0,0.0681664930999093,0,0,5.36702164875487,0,0,0.158032634360007,0,0,16.9018979259767,2.9073317497441e-05,0,0.00824996881339254,0,0,0,9.64659940271133e-05,0,0.0336528813597002,0,0,13.6175752251473,0,0,0.045903597089481,0,0,42.732134130564,8.23381297795363e-05,0,0.0342658574055293,0,0,12.6350471803111,0,0,0.0902414744780058,0,0,79.2326858535047,0,0,0,0,0,124.164188288555
213,0.000993604637766007,0,0.0150368678108032,0,0,0,0.000259056141563828,0,0.0309420023631578,0,0,0,0.00040174169733281,0,0.0649605172873883,0,0,5.33572508841107,0,0,0.150024746897992,0,0,16.7856838136112,2.69924658242804e-05,0,0.00786968317119804,0,0,0,8.99899038118514e-05,0,0.032315420990226,0,0,13.590688207952,0,0,0.0439111450400738,0,0,42.6091747440341,7.72358298338661e-05,0,0.0331276325934988,0,0,12.6724886696895,0,0,0.087064942036787,0,0,79.3976562516947,0,0,0,0,0,124.315826298429
214,0.000907967472889246,0,0.0141782195696754,0,0,0,0.000238833201855919,0,0.0293224708053579,0,0,0,0.000371942129766381,0,0.0618984490719058,0,0,5.30478652967652,0,0,0.142420005229956,0,0,16.671363153374,2.50517770322335e-05,0,0.00750504332991418,0,0,0,8.39196005375451e-05,0,0.0310238894931381,0,0,13.563292961118,0,0,0.0419965063204181,0,0,42.4859730333882,7.24260001951276e-05,0,0.0320202667198226,0,0,12.7093435448779,0,0,0.0839868461808515,0,0,79.5607131515421,0,0,0,0,0,124.467249078811
215,0.000829624176782111,0,0.0133680293625142,0,0,0,0.000220138416231621,0,0.0277847118988636,0,0,0,0.000344277242092121,0,0.0589742968049056,0,0,5.27420437163155,0,0,0.135198143748354,0,0,16.5588989072118,2.32425968026297e-05,0,0.00715553167397764,0,0,0,7.82321110720575e-05,0,0.0297771589254621,0,0,13.535413791959,0,0,0.0401571408655588,0,0,42.3625605673499,6.78937559791167e-05,0,0.0309433128176292,0,0,12.7456245145818,0,0,0.0810047977886716,0,0,79.7218884537083,0,0,0,0,0,124.61843159665
216,0.000757961946865584,0,0.0126036205522127,0,0,0,0.00020286100735425,0,0.0263248163543225,0,0,0,0.000318600826485589,0,0.0561822861907093,0,0,5.24397677132331,0,0,0.128339924919648,0,0,16.448254585637,2.15567352010058e-05,0,0.00682063900986074,0,0,0,7.29055567233217e-05,0,0.028574099648827,0,0,13.5070741968538,0,0,0.0383905641021014,0,0,42.2389678349935,6.36248214938315e-05,0,0.0298963061120766,0,0,12.7813440049309,0,0,0.0781164352292198,0,0,79.8812136348656,0,0,0,0,0,124.769349804663
217,0.000692418652925145,0,0.0118824589027163,0,0,0,0.000186897794742374,0,0.0249390456613547,0,0,0,0.000294776098135873,0,0.0535168545851682,0,0,5.21410164721029,0,0,0.121827085612235,0,0,16.3393942413208,1.99864480011386e-05,0,0.00649986510829285,0,0,0,6.79191185797332e-05,0,0.0274135827390719,0,0,13.4782968702707,0,0,0.0366943471314668,0,0,42.1152243131347,5.96055172136019e-05,0,0.0288787658746993,0,0,12.8165141270938,0,0,0.0753194251175516,0,0,80.0387196809905,0,0,0,0,0,124.919980820388
218,0.000632478725079811,0,0.0112021454801103,0,0,0,0.000172152713561779,0,0.0236238258110682,0,0,0,0.000272675139840134,0,0.0509726453061907,0,0,5.18457668550608,0,0,0.115642286406441,0,0,16.23228246305,1.85244181798189e-05,0,0.00619271918072098,0,0,0,6.32530023698368e-05,0,0.0262944822393327,0,0,13.449103716016,0,0,0.035066116854498,0,0,41.9913585156746,5.58227459811685e-05,0,0.0278901972228181,0,0,12.8511466538498,0,0,0.0726114631285896,0,0,80.1944370277537,0,0,0,0,0,125.070303031639
219,0.00057766936799733,0,0.0105604098698007,0,0,0,0.000158536360256958,0,0.0223757411643836,0,0,0,0.000252178374772566,0,0.0485445019653302,0,0,5.15539934968061,0,0,0.109769063703087,0,0,16.1268843711931,1.71637376458735e-05,0,0.00589872029340402,0,0,0,5.88884030286965e-05,0,0.0252156772584149,0,0,13.4195158615797,0,0,0.0335035560324268,0,0,41.8673980281207,5.2263978554494e-05,0,0.0269300928590345,0,0,12.8852530060917,0,0,0.0699902748446633,0,0,80.348395513607,0,0,0,0,0,125.220296137719
220,0.00052755707617263,0,0.00995510369834242,0,0,0,0.000145965563861233,0,0.021191528468657,0,0,0,0.000233174066404045,0,0.0462274628279171,0,0,5.12656689305756,0,0,0.104191784458502,0,0,16.023165615491,1.58978892592343e-05,0,0.00561739772250308,0,0,0,5.48074691415976e-05,0,0.0241760539163163,0,0,13.3895536760708,0,0,0.0320044032804895,0,0,41.7433695311928,4.89172386072362e-05,0,0.025997934745328,0,0,12.9188442493968,0,0,0.0674536166134965,0,0,80.5006243498996,0,0,0,0,0,125.369941139651
